avg_loser_size_usd,avg_txs_per_position,avg_winner_size_usd,best_position_pnl_usd,biggest_position_usd,conviction_ratio,dune_label,first_buy,last_action,majors_pnl_usd,median_hold_days,n_positions,n_positions_external_inflow,n_profitable_positions,pct_flipped_same_day,pnl_excluding_best_usd,positions_never_sold,roi,still_held_value_usd,total_invested_usd,wallet,win_rate,net_pnl_all_usd,roi_all,n_positions_all,n_losers,gross_losses_usd,worst_position_usd,n_total_wipeouts,wipeout_loss_usd,n_txs_all,biggest_position_all_usd,clean_pnl_usd,clean_invested_usd,inflow_pnl_usd,n_clean_positions,n_sold_without_buying,sold_without_buying_usd,best_clean_position_usd,clean_pnl_excluding_best_usd,recent_pnl_180d_usd,recent_positions_180d,size_variation,active_hours_of_day,best_position_share,verdict
11248,9.20000000000000000,16572,29185,45962,1.47,,2024-11-08 01:36:47.000 UTC,2025-08-03 17:11:39.000 UTC,59006,34,6,1,5,0.00000000000000000,29821,0,0.47,0,124368,7u5zXB4n6hWV6e5HXwWNWzDM91pfoadZ6sm3cD2zpMKt,0.83000000000000000,37553,0.16,17,9,-24715,-11881,0,0,156,45962,35847,225018,1706,16,0,0,29185,6662,0,0,1.01,8,0.81,REJECT: never sized up
6411,4.00000000000000000,11082,51211,79576,1.73,,2024-03-24 18:03:19.000 UTC,2025-02-24 21:07:24.000 UTC,91096,42,9,4,5,0.11000000000000000,39885,0,0.42,0,214403,6iCKvs7gWLNbfdcYSXdqvcUhfjydSnMBDEA4LY3gaAoz,0.56000000000000000,60417,0.19,41,30,-78102,-13088,10,28487,166,79576,34403,184693,26014,37,7,45477,51211,-16808,0,0,1.79,9,1.49,REJECT: sells tokens it never bought
4941,5.80000000000000000,4959,31878,41583,1,,2024-01-11 03:15:29.000 UTC,2025-11-13 22:38:13.000 UTC,51418,7,14,10,9,0.07000000000000000,19540,0,0.32,0,161616,FE6SGbHC8zPHgL9Fwg4rAkcA3wFn3V2U8UpRifRXghg,0.64000000000000000,58361,0.1,117,63,-71565,-6348,3,9432,675,41583,34010,561131,24352,107,1,2828,31878,2131,973,3,1.34,18,0.94,REJECT: never sized up
14437,5.20000000000000000,36186,25773,69504,2.51,,2024-05-13 17:02:47.000 UTC,2024-11-15 13:46:48.000 UTC,41904,7,5,3,3,0.00000000000000000,16131,0,0.24,0,171235,BBpq7zH4XCtzPXrvEfyDciZjzrZiSLPsNGeaF9CMYcFV,0.60000000000000000,28792,0.15,9,6,-19180,-7709,2,11981,47,69504,33401,126083,-4609,6,0,0,25773,7628,0,0,1.06,8,0.77,pass
32547,2.90000000000000000,23089,90421,58288,0.71,,2024-12-19 16:13:49.000 UTC,2025-06-15 11:56:28.000 UTC,119290,20,3,1,3,0.00000000000000000,28868,0,1.37,0,87386,A8KtUXXHVtgQHTx8C87e5VH3JTpKrHu6NK9jAcP45sst,1.00000000000000000,73490,0.2,13,8,-93943,-25826,2,12027,38,86536,33179,350716,40312,12,0,0,90421,-57243,0,0,0.95,4,2.73,REJECT: size went into losers
1599,3.40000000000000000,2233,46342,46085,1.4,,2024-01-03 07:03:42.000 UTC,2025-03-21 08:23:53.000 UTC,61260,7,7,4,4,0.14000000000000000,14917,0,0.43,0,141854,HZzbS14JFEyz74uA963Fx1cuPU5o19QYSrbNPxgHD2B7,0.57000000000000000,52794,0.18,157,98,-69579,-11223,49,39890,530,46085,32598,279426,20195,153,0,0,46342,-13744,0,0,3.03,16,1.42,REJECT: never sized up
6629,9.10000000000000000,26538,25828,99986,4,,2024-01-04 19:40:18.000 UTC,2025-09-07 20:16:41.000 UTC,66188,11,9,4,7,0.11000000000000000,40361,0,0.22,30,294774,6y4BKzMoahbPCFJc3CxCfEVUTfe9j7Sf1jciRHuTkmsJ,0.78000000000000000,60257,0.17,22,12,-13833,-6135,3,1080,200,99986,31912,232173,28344,18,0,0,13746,18166,0,0,1.5,17,0.43,pass
12027,4.00000000000000000,47883,61565,175571,3.98,,2024-04-09 04:54:45.000 UTC,2025-01-31 19:06:04.000 UTC,104113,12,6,4,3,0.33000000000000000,42548,0,0.4,0,262675,C5gBPqk15pCkktcHrhcWhEw6uXW9kWypyE2AQ5J6XDgz,0.50000000000000000,94442,0.34,11,7,-16132,-4045,3,8436,44,175571,31736,36206,62706,7,4,27314,43549,-11813,0,0,1.97,9,1.37,REJECT: sells tokens it never bought
40594,8.00000000000000000,36777,45628,57751,0.91,,2024-09-28 10:41:41.000 UTC,2024-12-24 05:15:50.000 UTC,72551,14,8,1,5,0.25000000000000000,26923,0,0.4,0,182992,2d1Chun3pDDByGKY4LTW4nbNxz4W5akAie7naa5VH27r,0.63000000000000000,52784,0.05,27,16,-36486,-9198,1,1439,215,472249,31405,1048125,21378,26,0,0,45628,-14223,0,0,2.46,17,1.45,REJECT: size went into losers
12772,19.80000000000000000,6861,83130,152057,0.54,,2024-08-29 23:26:53.000 UTC,2025-01-15 05:00:21.000 UTC,120640,6,6,3,5,0.17000000000000000,37510,0,0.38,0,319487,4J54atPc5YU48PXBTfjhQRV9bhkL4eYA8ocBmMkERoNq,0.83000000000000000,33630,0.02,157,51,-362751,-94442,12,44041,3101,164536,31383,1365103,2247,154,3,8411,83130,-51747,0,0,2.71,24,2.65,REJECT: sells tokens it never bought
2066,3.40000000000000000,6656,71463,54782,3.22,,2024-08-19 03:50:58.000 UTC,2025-01-13 05:15:51.000 UTC,115241,13,4,1,3,0.25000000000000000,43778,0,1.14,0,101487,AxbtdFcTqSgREcQTCqntyiKbPQMzMuNKrK9hVhTds1As,0.75000000000000000,102556,0.41,65,40,-31510,-3393,7,6189,218,54890,31093,194252,71463,64,0,0,25601,5491,0,0,2.55,11,0.82,pass
3523,2.10000000000000000,31980,19575,35328,9.08,,2024-03-03 04:09:09.000 UTC,2024-04-28 05:56:34.000 UTC,42199,15,3,1,3,0.00000000000000000,22625,0,0.44,0,95940,2qGe7rzMHArMAGahajFkggLnS9ZVQ6e3HFC42oYsV58q,1.00000000000000000,30754,0.26,9,6,-11445,-7412,2,2310,19,35328,30973,114657,-219,8,1,1149,19575,11398,0,0,1.06,5,0.63,REJECT: never sized up
9247,3.60000000000000000,16527,47023,87532,1.79,,2024-02-01 22:54:38.000 UTC,2024-08-10 17:19:26.000 UTC,68252,8,7,1,4,0.14000000000000000,21229,0,0.23,0,300007,ZiVHp2ztJhrmXhrs2UaP9qbDW59wFku78z34Bo41uny,0.57000000000000000,63624,0.16,36,26,-88938,-25596,7,15527,128,87532,30949,376810,32675,35,0,0,47023,-16074,0,0,1.67,8,1.52,pass
7373,5.20000000000000000,25598,28032,49558,3.47,,2024-04-23 17:00:52.000 UTC,2026-05-28 19:45:16.000 UTC,63926,13,6,2,5,0.17000000000000000,35894,0,0.39,0,162970,3Tq5FRp8DFx7hBP4L5MW2ijbJJBPwJjxpmGC62yyX23f,0.83000000000000000,58962,0.12,45,36,-146942,-17369,11,60618,234,92280,30426,435986,28536,43,0,0,123435,-93009,0,0,1.6,12,4.06,pass
4500,5.20000000000000000,6307,56351,96083,1.4,,2024-03-03 01:50:09.000 UTC,2025-05-10 19:41:36.000 UTC,76053,9,9,9,5,0.11000000000000000,19702,0,0.37,0,203935,Bo7aWkR7pQ2Vi7Uu9DSnnRKfvPqRuXoEWmLxtgPbsqNu,0.56000000000000000,51718,0.09,114,84,-115233,-14098,4,8625,597,96083,30317,442103,21400,105,3,26100,56351,-26034,0,0,2.04,15,1.86,REJECT: sells tokens it never bought
2899,5.90000000000000000,37244,39204,96209,12.85,,2024-02-19 23:57:52.000 UTC,2025-07-27 16:51:16.000 UTC,131290,5,6,8,4,0.33000000000000000,92086,0,0.45,0,294020,HdyJkeqJNwGdqNYQYUN8i2FmVsCEzd4d3vDT5WMHR1Rj,0.67000000000000000,175941,0.52,22,14,-9742,-2808,2,1496,130,96209,30139,48685,145802,14,4,14988,37072,-6933,0,0,1.72,11,1.23,REJECT: sells tokens it never bought
473,2.40000000000000000,26094,33704,49856,55.13,,2024-01-02 04:12:59.000 UTC,2025-01-03 04:39:20.000 UTC,78200,14,3,3,3,0.00000000000000000,44497,0,0.78,0,99986,7YSUy5yERPETLxBZ56UPhBbVy5j2jHSaxy1js5NRJiMy,1.00000000000000000,83553,0.8,5,1,-1,-1,0,0,12,49856,30070,50329,53483,2,4,57785,30071,-1,0,0,0.84,2,1.0,REJECT: too few reconciled positions
15521,4.20000000000000000,78702,124383,209654,5.07,,2024-04-25 18:18:30.000 UTC,2025-02-02 19:29:33.000 UTC,177727,14,4,2,3,0.25000000000000000,53344,0,0.5,1,355844,GyErNGmnQDDzxxDDRis8KqmSEqjv2uMYqF9ZExHgTLHS,0.75000000000000000,89193,0.17,13,8,-95631,-27184,3,33017,55,209654,29966,253258,59227,11,1,76946,124383,-94417,0,0,1.35,3,4.15,REJECT: sells tokens it never bought
1107,3.40000000000000000,9906,12232,75158,8.95,,2024-11-10 06:00:59.000 UTC,2025-01-25 01:33:29.000 UTC,28196,11,3,3,3,0.33000000000000000,15964,0,0.25,0,111918,CtZJsrtSiLko6xQ9QFzK4Ce5omo21yeemHesNbfHeKiu,1.00000000000000000,33547,0.18,37,21,-11053,-1905,6,4260,125,75158,29587,179320,3959,34,1,2806,12232,17355,0,0,2.69,10,0.41,pass
3362,3.30000000000000000,3860,55132,31069,1.15,,2024-02-27 02:00:12.000 UTC,2025-02-05 23:29:10.000 UTC,76579,7,6,6,4,0.33000000000000000,21447,0,0.95,0,80575,FCEpiGyZsgPfi7CbqKZuwEYnZTS3y8BZhfSoucmPJkzg,0.67000000000000000,53681,0.2,76,49,-49741,-6476,2,4648,251,31069,29515,241739,24166,70,1,13034,55132,-25617,48,2,1.49,8,1.87,REJECT: sells tokens it never bought
4286,5.40000000000000000,7115,47425,98243,1.66,,2024-01-23 03:48:34.000 UTC,2026-05-10 21:34:43.000 UTC,102309,9,9,9,8,0.11000000000000000,54884,0,0.31,0,334065,6fL3EdZHYtAjnjDZvF1JzjRruDoN9cJHCtNd3iB9md1q,0.89000000000000000,111123,0.19,98,42,-34888,-8071,7,7029,534,98243,29353,454084,81770,89,0,0,8702,20651,0,0,2.43,15,0.3,pass
14964,4.10000000000000000,27991,241564,344234,1.87,,2024-03-22 11:26:56.000 UTC,2025-05-14 23:24:49.000 UTC,313834,15,17,14,6,0.24000000000000000,72270,0,0.37,1,856088,DyVPj5GBTm6583BsASNtRadVETnnp9x6u6J8HW2dT5cE,0.35000000000000000,-99949,-0.04,123,93,-713098,-57713,34,228662,504,344234,28854,1573616,-128803,109,6,22058,241564,-212709,0,0,2.28,13,8.37,REJECT: sells tokens it never bought
27734,3.80000000000000000,56886,200522,142812,2.05,,2024-03-09 13:36:30.000 UTC,2026-03-15 19:19:28.000 UTC,294495,11,12,5,3,0.25000000000000000,93973,0,0.5,0,593378,NhQySj5QpKBNT1x6yN9eN94ck56jNChiqig51PBiNc1,0.25000000000000000,212699,0.26,24,19,-256525,-62192,1,23421,91,142812,27950,658468,184748,19,2,25270,155588,-127637,0,0,1.05,8,5.57,REJECT: sells tokens it never bought
11079,2.80000000000000000,27550,446684,370835,2.49,,2024-02-17 23:23:44.000 UTC,2025-12-15 00:44:03.000 UTC,853249,13,15,7,9,0.20000000000000000,406565,0,0.57,0,1497749,HNhjfuDnmS9PG18WgjAtLnkDUJBirdGxRPbVVaWSfBzm,0.60000000000000000,165504,0.05,226,186,-930865,-78974,53,217751,635,370835,27679,3028723,137825,219,3,48683,446684,-419005,-13355,3,2.89,13,16.14,REJECT: sells tokens it never bought
27489,2.30000000000000000,22889,33332,38530,0.83,,2024-07-08 16:53:23.000 UTC,2024-08-13 11:04:23.000 UTC,50672,16,4,0,3,0.00000000000000000,17340,0,0.47,0,107196,4K6H6ANJcmh6h9ksMn2UtDsuhNqJiAUXHuuy2Syo93UC,0.75000000000000000,26958,0.18,6,3,-32558,-22114,0,0,14,38948,26958,151133,0,6,0,0,33332,-6374,0,0,0.52,3,1.24,REJECT: never sized up
1740,3.40000000000000000,16782,37674,218565,9.64,,2024-03-06 12:41:10.000 UTC,2026-02-03 19:08:18.000 UTC,77910,50,6,4,5,0.00000000000000000,40237,0,0.27,0,289548,3YMiWdjMk9H3EmNA754gqqAeg5wMfqh25vhJCW5m4psw,0.83000000000000000,26688,0.07,72,54,-64125,-9168,34,33583,242,218565,26935,391003,-246,68,1,3649,37674,-10739,0,0,4.67,17,1.4,pass
22467,10.00000000000000000,103940,141769,318504,4.63,,2026-06-12 10:54:59.000 UTC,2026-07-11 08:32:27.000 UTC,220042,13,3,5,3,0.33000000000000000,78273,1,0.31,378077,719823,AZAYfZ5Atc6nvvBKJ8KMnw3A1x2yebBsyC4wx84YMzs,1.00000000000000000,255938,0.27,10,1,-8967,-8967,0,0,100,318504,26683,519878,229255,5,0,0,19060,7623,255938,10,1.16,8,0.71,pass
3917,6.30000000000000000,9078,39962,44910,2.32,,2024-01-04 06:47:00.000 UTC,2025-01-18 05:52:14.000 UTC,65906,22,5,7,4,0.20000000000000000,25944,0,0.75,0,88098,3MsWt9gr6gRQQcUQzgb2WzDfqPzFdNEbGL55oJuqYecH,0.80000000000000000,63895,0.29,36,20,-28067,-9660,4,15006,227,44910,26540,138393,37355,29,5,23019,39962,-13422,0,0,1.37,15,1.51,REJECT: sells tokens it never bought
2438,4.50000000000000000,10523,33122,72870,4.32,,2024-03-03 17:50:59.000 UTC,2025-10-15 15:43:30.000 UTC,47348,25,4,5,3,0.25000000000000000,14226,0,0.26,0,182529,86MMoJyd5ySvPkM8tCrWVFCAkAKQhjpViYbTbYrVJGLp,0.75000000000000000,62398,0.23,43,23,-8774,-5433,4,2052,192,72870,25988,162660,36410,38,1,1196,19382,6606,0,0,2.48,11,0.75,pass
5913,10.90000000000000000,38480,24558,91424,6.51,,2024-05-28 14:25:28.000 UTC,2024-11-25 23:33:25.000 UTC,43262,51,5,0,4,0.20000000000000000,18703,0,0.25,0,172148,4kqVfCywzvH3WjQcxjJedgATs5SrFEWVFiZQrnTBeKwJ,0.80000000000000000,25900,0.07,20,13,-20790,-6749,1,1374,218,100728,25900,346227,0,20,2,7852,24558,1342,0,0,1.63,16,0.95,REJECT: sells tokens it never bought
12783,3.50000000000000000,27695,26210,42629,2.17,,2024-11-13 18:04:33.000 UTC,2025-02-28 14:27:10.000 UTC,54042,18,3,8,3,0.00000000000000000,27832,0,0.57,0,94489,7YNu31uB2b3D5hMUGv5Y5pcAR1RjsRF1cutvVa4XHDtw,1.00000000000000000,21782,0.06,18,10,-73833,-15290,5,55778,63,55273,25786,185716,-4005,10,0,0,26210,-424,0,0,0.81,7,1.02,pass
8052,6.60000000000000000,18259,25376,50437,2.27,,2024-03-04 22:42:28.000 UTC,2025-10-14 19:24:51.000 UTC,46451,22,5,13,4,0.20000000000000000,21074,0,0.42,756,111702,EeCUB8rZJerXcBEHJmR1pi874pVZwPNQmBjz4foAyJmU,0.80000000000000000,49255,0.06,77,54,-72457,-11217,21,24533,511,330571,25681,724595,23573,64,1,1121,51011,-25330,0,0,4.23,21,1.99,pass
5772,2.10000000000000000,9643,25335,41353,1.67,,2024-08-02 20:52:30.000 UTC,2025-08-02 03:56:10.000 UTC,53087,18,7,1,4,0.00000000000000000,27752,0,0.4,0,133774,8AGLvtnWaXd6AMC5x8hSjZdi6x9hHNFXCDS2U7mCpW3W,0.57000000000000000,25308,0.12,29,19,-50571,-8969,9,24495,60,41353,25207,204867,101,28,1,86341,25335,-128,0,0,1.41,4,1.01,REJECT: sells tokens it never bought
8792,4.60000000000000000,15135,22635,129593,1.72,,2024-10-26 16:35:46.000 UTC,2025-02-18 05:48:35.000 UTC,53932,11,4,7,4,0.25000000000000000,31297,0,0.23,0,230436,8bGRC4VTdHPQRHqmRWMcD72vXE6gxCbf6QhCdSw5SgPW,1.00000000000000000,45769,0.14,27,11,-15214,-11466,0,0,123,129593,25025,162078,20744,20,1,11870,15858,9167,0,0,2.18,15,0.63,REJECT: sells tokens it never bought
6253,3.80000000000000000,11800,32502,54280,1.89,,2024-02-29 17:57:47.000 UTC,2024-12-18 14:54:54.000 UTC,50943,11,8,5,5,0.13000000000000000,18442,0,0.31,0,163148,Bukgw3yjrgiB7zb3MdA4hDQhvmBSmTMF4siY93hhCzw5,0.63000000000000000,129198,0.46,33,20,-38205,-19147,2,7257,124,54280,25013,212712,104184,28,1,1268,32502,-7488,0,0,1.39,6,1.3,pass
7212,5.40000000000000000,23668,54155,123831,3.28,,2024-02-26 02:51:02.000 UTC,2025-04-01 13:39:17.000 UTC,127945,8,7,9,5,0.29000000000000000,73791,0,0.58,0,222230,G1oZc3LAW6jMAjVNbAykjUHsmWzTWPrMJJVx5ntMBSn4,0.71000000000000000,119905,0.43,18,9,-17877,-10603,3,16093,97,123831,24944,56443,94961,9,0,0,42725,-17781,0,0,1.77,13,1.71,pass
5072,6.00000000000000000,7621,21904,73332,1.5,,2024-01-17 06:31:45.000 UTC,2025-01-21 15:14:54.000 UTC,43611,8,7,10,4,0.14000000000000000,21707,0,0.29,1160,148765,EHvYyGhxSScDwTBJuPGz4SPZYDVGzRpBAFJBRPkVu3W6,0.57000000000000000,63264,0.25,37,12,-19184,-7893,1,7893,222,73332,23561,190559,39703,27,1,1991,21045,2516,0,0,1.77,18,0.89,pass
3378,3.80000000000000000,8848,22944,47138,2.62,,2024-02-15 20:06:34.000 UTC,2026-06-30 18:42:13.000 UTC,48555,12,8,9,5,0.25000000000000000,25611,0,0.29,210,170270,2XXe3P7f3u5QtEurtfNjqPbBGgCaFh5TDUtD9QX3krBQ,0.63000000000000000,127162,0.43,61,44,-43580,-4715,23,22091,230,47138,23148,236441,104014,52,0,0,22944,203,0,0,1.79,15,0.99,REJECT: never sized up
83921,7.40000000000000000,183445,43410,56081,2.19,,2024-09-29 07:46:57.000 UTC,2025-06-04 07:49:16.000 UTC,112900,10,8,15,8,0.25000000000000000,69490,0,0.52,0,215117,BFbdnvioTeUxykTAuT2yQEXxVG89k2GMhQQ2gVBhhT9y,1.00000000000000000,2085331,0.2,71,25,-178274,-54633,5,53766,526,4823462,22890,7706139,2062442,56,14,157917,41562,-18672,-11372,4,4.09,16,1.82,REJECT: sells tokens it never bought
3830,4.10000000000000000,14560,83447,51671,3.8,,2024-02-11 10:04:16.000 UTC,2025-08-29 11:26:41.000 UTC,138660,44,5,3,5,0.00000000000000000,55213,0,1.6,0,86580,7irTCLMTAk2nv48buQHFsUqffxEAJBJ7aMopsYvcb6rm,1.00000000000000000,356927,3.15,10,3,-4229,-4209,0,0,41,51671,21838,53858,335089,7,1,13597,22957,-1119,0,0,1.25,7,1.05,REJECT: sells tokens it never bought
1212,4.10000000000000000,10630,17692,58659,8.77,,2024-03-05 20:04:14.000 UTC,2024-10-08 12:20:00.000 UTC,36984,12,4,2,4,0.25000000000000000,19292,0,0.39,0,95656,6XUSk4YXBkAa7psHNWT6dd8raoGAd3JMMzyJCDb8ioHb,1.00000000000000000,40509,0.32,19,8,-2257,-1688,1,1688,78,58659,21597,102425,18911,17,2,6795,17692,3905,0,0,1.96,10,0.82,REJECT: sells tokens it never bought
